CustomerId,Recency,Frequency,Monetary,Stability,Cluster
CustomerId_1,-0.7055925061066672,-0.2534252027359722,-0.06688161704545337,0.0,0
CustomerId_10,-0.7055925061066672,-0.2534252027359722,-0.06688161704545337,0.0,0
CustomerId_1001,-0.7055925061066672,-0.21215813969689437,-0.05584126568957284,-0.10596186684705346,0
CustomerId_1002,1.638884039976805,-0.1502575451382777,-0.06164665044420668,-0.16801366265993734,1
CustomerId_1003,-0.7055925061066672,-0.20184137393712492,-0.05584126568957284,-0.11142884187697259,0
CustomerId_1004,-0.7055925061066672,-0.2534252027359722,-0.06246547650310116,0.0,0
CustomerId_1005,-0.7055925061066672,-0.17089107665781658,-0.045242528387927534,-0.11191293496277989,0
CustomerId_1006,-0.7055925061066672,-0.2534252027359722,-0.06283348821496383,0.0,0
CustomerId_1007,-0.7055925061066672,-0.2534252027359722,-0.052897171994671366,0.0,0
CustomerId_1008,-0.7055925061066672,-0.24310843697620274,-0.05584126568957284,-0.17381180786287367,0
CustomerId_1009,-0.7055925061066672,-0.2534252027359722,-0.06301749407089519,0.0,0
CustomerId_1010,-0.2590255449479106,-0.19152460817735548,-0.053509911494922735,-0.12238047041517444,0
CustomerId_1012,2.420376222004629,0.4996986977271977,-0.017234629044906098,-0.13821096188258028,1
CustomerId_1014,-0.7055925061066672,-0.18120784241758603,0.21791528653084064,1.0606403418613082,0
CustomerId_1016,-0.7055925061066672,-0.21215813969689437,-0.05584126568957284,-0.10403357451321088,0
CustomerId_1020,1.638884039976805,1.8305614807374566,0.04432968222089047,-0.14794563725232016,1
CustomerId_1021,-0.7055925061066672,-0.2534252027359722,-0.0613614413675131,0.0,0
CustomerId_1022,-0.7055925061066672,-0.2534252027359722,-0.060625417943787736,0.0,0
CustomerId_1025,-0.4078811986674961,-0.09867371633943042,-0.056871698482788356,-0.1551537073527388,0
CustomerId_1027,0.11311358935105324,-0.11930724785896933,-0.053349826400262465,-0.1377683755771457,0
CustomerId_1028,-0.7055925061066672,-0.2534252027359722,-0.06301749407089519,0.0,0
CustomerId_1029,2.3459483951448363,-0.17089107665781658,-0.04443290262182963,-0.08388950290760772,1
CustomerId_1030,-0.2590255449479106,-0.18120784241758603,-0.06233667240394922,-0.16642718670656811,0
CustomerId_1031,1.3783866459675302,0.25209631949273087,-0.023883570245471584,-0.12606732243169314,1
CustomerId_1032,-0.7055925061066672,-0.24310843697620274,-0.06246547650310116,-0.17381180786287367,0
CustomerId_1033,-0.7055925061066672,-0.24310843697620274,-0.06285188880055698,-0.16613132414773568,0
CustomerId_1034,2.0110231742757687,-0.09867371633943042,-0.04829408150269291,-0.09212439438620627,1
CustomerId_1036,-0.7055925061066672,-0.2327916712164333,-0.06321990051241966,-0.16346288494716935,0
CustomerId_1038,-0.7055925061066672,-0.21215813969689437,-0.056209277401435526,-0.10464972991784459,0
CustomerId_1039,1.4156005593974266,0.045761004297341874,0.028394775097236244,-0.06626982305246518,1
CustomerId_1040,-0.7055925061066672,-0.2534252027359722,-0.044800914333692314,0.0,0
CustomerId_1043,-0.7055925061066672,-0.20184137393712492,-0.058049335960748946,-0.101646233591058,0
CustomerId_1044,0.7829640310891881,-0.09867371633943042,-0.05516099604019467,-0.152458586832549,1
CustomerId_1048,-0.7055925061066672,-0.2534252027359722,-0.06283348821496383,0.0,0
CustomerId_1050,-0.7055925061066672,-0.2534252027359722,-0.0613614413675131,0.0,0
CustomerId_1052,0.07589967592115686,-0.19152460817735548,-0.04226163352183979,0.017609868434509873,0
CustomerId_1053,-0.6683785926767708,-0.19152460817735548,-0.058127354443663834,-0.15403865183443224,0
CustomerId_1054,1.564456213117012,0.27272985101226976,-0.004687637740659747,-0.11057555010955857,1
CustomerId_1055,-0.4078811986674961,-0.21215813969689437,-0.06104863141242982,-0.15996392841706683,0
CustomerId_1056,-0.593950765816978,-0.22247490545666382,-0.06117743551158176,-0.16234296351742028,0
CustomerId_1057,-0.7055925061066672,-0.24310843697620274,-0.061543975176596995,-0.1336099616739228,0
CustomerId_1058,2.3459483951448363,0.03544423853757243,-0.05811741812744354,-0.1676332606839635,1
CustomerId_1059,-0.4450951120973925,-0.17089107665781658,-0.048481031452319155,-0.106948641494631,0
CustomerId_1063,-0.6683785926767708,-0.13994077937850824,-0.05829774386625625,-0.15717085176560228,0
CustomerId_1064,0.8201779445190845,0.1695621934145753,0.00732794465165689,-0.10735060078368958,1
CustomerId_1068,-0.7055925061066672,-0.2534252027359722,-0.06301749407089519,0.0,0
CustomerId_1070,-0.7055925061066672,-0.2534252027359722,-0.0613614413675131,0.0,0
CustomerId_1071,0.5596805505098098,-0.19152460817735548,0.02375598746920711,0.41834337111250003,0
CustomerId_1073,-0.7055925061066672,-0.2534252027359722,-0.06283348821496383,0.0,0
CustomerId_1074,1.1178892519582555,0.21082925645365308,-0.0015595381898269314,-0.1152984792744542,1
CustomerId_1078,-0.7055925061066672,-0.20184137393712492,-0.056209277401435526,-0.09491646648124456,0
CustomerId_1079,-0.7055925061066672,-0.2534252027359722,-0.05584126568957284,0.0,0
CustomerId_1080,-0.7055925061066672,-0.2534252027359722,-0.0613614413675131,0.0,0
CustomerId_1081,0.00147184906136409,-0.24310843697620274,-0.06264948235903249,-0.1701544346651889,0
CustomerId_1082,-0.7055925061066672,-0.21215813969689437,-0.056209277401435526,-0.10464972991784459,0
CustomerId_1083,-0.7055925061066672,-0.2534252027359722,-0.06301749407089519,0.0,0
CustomerId_1084,-0.7055925061066672,-0.2534252027359722,-0.05952138280819968,0.0,0
CustomerId_1085,-0.7055925061066672,-0.22247490545666382,-0.06213426596242474,-0.1581149006584091,0
CustomerId_1086,-0.29623945837780696,0.06639453581688078,-0.034652623367366936,-0.1312438620260196,0
CustomerId_1087,-0.2218116315180142,-0.17089107665781658,-0.048481031452319155,-0.106948641494631,0
CustomerId_1089,1.2295309922479447,1.3044064269892148,-0.0007677609917543665,-0.15627755612773897,1
CustomerId_1091,-0.7055925061066672,-0.24310843697620274,-0.06209746479123847,-0.16649706146750415,0
CustomerId_1092,0.2991831565005352,-0.09867371633943042,-0.03928073865575205,-0.11379298759927996,0
CustomerId_1093,1.4156005593974266,0.30368014829157813,-0.04751684076723892,-0.15402338836827303,1
CustomerId_1094,-0.6683785926767708,-0.19152460817735548,-0.0512558397597638,-0.07874543373121065,0
CustomerId_1095,-0.4450951120973925,-0.1502575451382777,-0.061407442831495934,-0.1659030049908185,0
CustomerId_1096,0.2619692430706388,7.824602387163507,0.6541364971404259,0.010522717142960101,1
CustomerId_1098,-0.7055925061066672,-0.2534252027359722,-0.05584126568957284,0.0,0
CustomerId_1099,0.1503275027809496,-0.17089107665781658,-0.06092718754751513,-0.16508240042485983,0
CustomerId_11,-0.7055925061066672,-0.2534252027359722,-0.06688161704545337,0.0,0
CustomerId_1101,-0.1845977180881178,-0.17089107665781658,-0.04112079721506547,-0.11305096090390325,0
CustomerId_1102,-0.1845977180881178,-0.11930724785896933,-0.04112079721506547,-0.10998802860109295,0
CustomerId_1103,-0.7055925061066672,-0.2534252027359722,-0.052161148570945996,0.0,0
CustomerId_1104,-0.6683785926767708,-0.16057431089804713,-0.048481031452319155,-0.07738531012617751,0
CustomerId_1105,-0.7055925061066672,-0.2534252027359722,-0.06301749407089519,0.0,0
CustomerId_1106,-0.7055925061066672,-0.2534252027359722,-0.05952138280819968,0.0,0
CustomerId_1108,-0.07295597779842868,-0.11930724785896933,-0.044800914333692314,-0.08338214360155363,0
